,GRID_ID,P_CNT,MONTH,DAY,WEEKDAY,HOLIDAYS,COOL_DAY,HEAT_DAY,REL_HMDT,AVG_TEMP,MAX_TEMP,MIN_TEMP,DIFF_TEMP,scaled_AVG_TEMP,scaled_MAX_TEMP,scaled_MIN_TEMP,M_LOW,M_MID,M_HIGH,F_LOW,F_MID,F_HIGH,PRECIP,HGTPOJ_ACDNT_OCRN_CNT,PNTRINJ_OCRN_CNT,MCHN_ACDNT_OCRN_CNT,ETC_OCRN_CNT,BLTRM_OCRN_CNT,ACDNT_INJ_OCRN_CNT,EXCL_DISEASE_OCRN_CNT,VHC_ACDNT_OCRN_CNT,HRFAF_OCRN_CNT,DRKNSTAT_OCRN_CNT,ANML_INSCT_ACDNT_OCRN_CNT,FLPS_ACDNT_OCRN_CNT,UNKNWN_OCRN_CNT,PDST_ACDNT_OCRN_CNT,LACRTWND_OCRN_CNT,MTRCYC_ACDNT_OCRN_CNT,THML_DAMG_OCRN_CNT,DRV_ACDNT_OCRN_CNT,DRWNG_OCRN_CNT,PRGNTW_ACDNT_OCRN_CNT,BCYC_ACDNT_OCRN_CNT,ELTRC_ACDNT_OCRN_CNT,POSNG_OCRN_CNT,ASPHYXIA_OCRN_CNT,FALLING_OCRN_CNT,FLAME_OCRN_CNT,BURN_OCRN_CNT
10,379515,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,379516,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,379518,226.16000000000005,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,2.3893333333333335,28.021333333333335,13.890666666666666,2.2720000000000002,16.077333333333332,14.429333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,379519,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,379521,4.8,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.019000000000000003,0.19366666666666665,0.10933333333333334,0.01966666666666667,0.09033333333333333,0.075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,379524,19.24,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.029333333333333333,0.18233333333333332,0.1956666666666667,0.0,0.11633333333333334,0.22033333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,379525,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,379528,7.970000000000001,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.20299999999999999,1.0163333333333333,0.006666666666666667,0.507,0.6066666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,380508,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,380516,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,380517,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,380518,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.004333333333333333,0.013000000000000001,0.017333333333333333,0.002,0.014333333333333333,0.016666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,380519,20.500000000000004,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.2773333333333333,7.252666666666666,5.316333333333334,0.38733333333333336,3.4053333333333335,1.689,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,380520,1.06,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.019000000000000003,0.16166666666666668,0.22066666666666668,0.004666666666666667,0.048,0.11666666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,380521,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,380527,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,380528,95.64,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,2.436,12.196,0.08000000000000002,6.0840000000000005,7.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,380530,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,381513,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,381514,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,381517,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.12033333333333333,0.6536666666666666,0.5139999999999999,0.10433333333333333,0.3756666666666667,0.33166666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,381518,2.34,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.48733333333333334,28.434666666666665,16.910333333333334,0.95,19.703333333333333,10.090333333333332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,381519,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.012,1.9376666666666664,1.4,0.0006666666666666666,0.35866666666666663,0.2856666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,381520,1.0100000000000002,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.361,0.5700000000000001,0.007333333333333333,0.22266666666666665,0.3843333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,381521,67.83999999999999,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.009666666666666665,16.41766666666667,27.772,0.39966666666666667,9.179,16.681666666666665,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,381527,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,1.0126666666666668,0.9146666666666667,0.0,0.2986666666666667,0.7886666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,381530,73.02000000000001,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.693,6.935666666666666,5.189333333333334,1.7063333333333335,4.964666666666667,3.0616666666666665,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,381531,29.180000000000007,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.314,3.1886666666666668,2.6133333333333337,0.7303333333333334,2.121,1.6943333333333332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,381532,36.84,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.11300000000000002,8.190666666666667,10.440666666666667,2.1843333333333335,2.2426666666666666,11.249,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,381533,969.1200000000001,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,16.728,130.68,116.25600000000001,17.256000000000004,130.22400000000002,107.616,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,382517,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.041,0.8326666666666667,0.5176666666666666,0.09466666666666666,0.825,0.2903333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,382518,204.87,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.222,30.471666666666668,44.33633333333333,3.717,35.007,31.799666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,382519,72.84,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.298,34.77033333333334,33.025999999999996,1.4863333333333335,17.353666666666665,15.266,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,382520,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,7.315333333333333,4.151,0.0,0.4003333333333333,0.437,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,382521,1928.1699999999998,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,15.434666666666667,3788.235,2142.4496666666664,22.771,1115.0183333333334,1040.3476666666668,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
45,382522,311.2900000000001,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,2.5283333333333333,1201.9346666666668,814.9406666666666,13.403,361.14733333333334,211.705,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
46,382523,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,382526,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,382527,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,382529,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,382530,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,382531,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,382533,14.319999999999997,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,5.485333333333333,64.93133333333334,19.357000000000003,2.73,27.144666666666662,9.524333333333335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,382534,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.08299999999999999,0.5726666666666667,0.08533333333333333,0.08066666666666666,0.366,0.05733333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,382535,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.33133333333333337,1.8106666666666666,0.314,0.07866666666666668,1.0466666666666666,0.07933333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,383505,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,383513,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,383517,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,383518,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,383520,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.012666666666666666,45.849666666666664,29.371333333333332,0.014000000000000002,3.2063333333333333,5.038,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,383521,594.39,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,5.855333333333333,1483.4360000000001,779.8106666666666,6.4,525.9776666666667,356.80833333333334,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
61,383522,1808.2500000000002,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,30.417666666666666,667.1859999999999,754.8643333333333,35.398,448.58,617.2289999999999,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
62,383523,890.98,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,23.357333333333333,261.23966666666666,276.597,23.106333333333335,162.7423333333333,241.40133333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
63,383524,190.04000000000002,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,6.867666666666667,48.38933333333333,42.01566666666667,8.016333333333334,41.300666666666665,37.790333333333336,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,383527,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,383528,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,383529,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,383533,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,12.732000000000001,89.35666666666665,16.600666666666665,8.996333333333332,56.26866666666667,9.320666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,383534,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,4.17,26.451,5.2716666666666665,3.531,17.378333333333334,3.0526666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,383536,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.011000000000000001,0.008333333333333333,0.0013333333333333333,0.009666666666666667,0.003666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,383537,81.35,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.628,8.043333333333333,4.71,0.87,6.561333333333334,3.594333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,384517,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,384519,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,384520,35.68,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.33866666666666667,12.925,27.217666666666666,0.333,5.932333333333333,16.136,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,384521,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.13899999999999998,1.6386666666666665,0.9113333333333334,0.20166666666666666,1.3603333333333334,0.6613333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,384522,1019.1499999999999,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,20.025,378.4626666666667,519.2106666666666,25.574666666666666,252.67933333333335,448.82399999999996,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
76,384523,19169.829999999998,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,765.5326666666666,4689.147333333333,4312.8296666666665,815.6323333333333,4017.443,3686.2933333333335,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
77,384524,9250.64,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,343.165,2588.2663333333335,2160.1206666666667,313.2656666666666,2021.761,1651.2210000000002,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
78,384525,2001.8999999999999,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,91.19066666666666,821.5933333333334,635.0776666666666,55.98133333333333,570.607,383.0096666666667,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
79,384526,0.0,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,384527,9.630000000000003,1,31,6,0,0.0,20.8,63.1,-6.1,-0.3,-12.0,11.7,24.1,18.3,30.0,0.068,1.065,1.174,0.08266666666666667,0.879,0.9093333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
